Species,d15N.LE,d15N.bulk,d13C.LE,d13C.bulk,C.N.LE,C.N.bulk,St.Dev.C,St.Dev.N,Sample.Type,Sub.Species,Sci.Name,SampleName,Sample,Tissue.Type,Station,Date,Month,Year,Depth.Strata,Length,Weight,Latitude,Longitude,Latitude2,Longitude2,Latitude3,Longitude3,Comment
Skate,15.49,NA,-18.4,NA,2.94,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rb20170726-3,Rr129-17,Wing,96,7/26/17,Jul,2017,401,132,13.47,58.68166667,140.642,5840.9,14038.52,58.68333333,140.6438333,
Skate,16.27,NA,-17.91,NA,2.96,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170726-1,Rr140-17,Wing,96,7/26/17,Jul,2017,401,135,16.65,58.68666667,140.7786667,5841.2,14046.72,58.68333333,140.6438333,
Skate,16.21,NA,-17.81,NA,3.02,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170719-1,Rr124-17,Wing,98,7/19/17,Jul,2017,301,117,n/a,58.15666667,138.8611667,5809.4,13851.67,58.15666667,138.8611667,
Skate,16.06,NA,-17.96,NA,3,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170718-1,Rr103-17,Wing,99,7/18/17,Jul,2017,201,115,n/a,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Skate,16.17,NA,-18.07,NA,3.05,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170718-2,Rr104-17,Wing,99,7/18/17,Jul,2017,301,121,n/a,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Skate,15.89,NA,-18.22,NA,2.93,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170718-3,Rr106-17,Wing,99,7/18/17,Jul,2017,301,127,n/a,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Skate,16.68,NA,-17.7,NA,3.02,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170715-1,Rr051-17,Wing,101,7/15/17,Jul,2017,201,114,n/a,57.18666667,136.2365,5711.5,13614.54,57.18666667,136.2365,
Skate,16.7,NA,-17.24,NA,2.87,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170712-3,Rr033-17,Wing,103,7/12/17,Jul,2017,201,131,n/a,56.385,135.352,5623.1,13521.12,56.38166667,135.3488333,
Skate,16.43,NA,-17.54,NA,3,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170712-4,Rr034-17,Wing,103,7/12/17,Jul,2017,201,117,n/a,56.385,135.352,5623.1,13521.12,56.38166667,135.3488333,
Skate,15.69,NA,-17.22,NA,2.98,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170712-5,Rr035-17,Wing,103,7/12/17,Jul,2017,201,104,n/a,56.385,135.352,5623.1,13521.12,56.38166667,135.3488333,
Skate,17.07,NA,-17.09,NA,2.92,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170709-1,Rr006-17,Wing,106,7/9/17,Jul,2017,301,127,n/a,59.34833333,134.7303333,5520.9,13443.82,55.34833333,134.7303333,
Skate,15.92,NA,-18.07,NA,2.93,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170709-3,Rr012-17,Wing,106,7/9/17,Jul,2017,201,122,n/a,59.34833333,134.7303333,5520.9,13443.82,55.34833333,134.7303333,
Skate,15.44,NA,-18.35,NA,2.97,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170730-1,Rr160-17,Wing,137,7/30/17,Jul,2017,201,115,11.1,59.67333333,143.3866667,5940.4,14323.2,59.67333333,143.3866667,
Skate,17.11,NA,-17.62,NA,2.99,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170717-1,Rr072-17,Wing,142,7/17/17,Jul,2017,101,113,n/a,57.9166667,137.2423333,5755,13700.36,57.915,137.0043333,
Skate,16.52,NA,-17.28,NA,2.99,NA,0.1,0.15,Rr,Longnose Skate,Rajidae,Rr20170717-2,Rr074-17,Wing,142,7/17/17,Jul,2017,101,124,n/a,57.9166667,137.2423333,5755,13700.36,57.915,137.0043333,
Skate,16.46,NA,-17.71,NA,3.05,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170717-4,Rr085-17,Wing,143,7/17/17,Jul,2017,401,115,n/a,57.9666667,137.0843333,5758,13705.06,57.915,137.0043333,
Skate,16.62,NA,-17.29,NA,3.11,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170717-5,Rr086-17,Wing,143,7/17/17,Jul,2017,301,113,n/a,57.9666667,137.0843333,5758,13705.06,57.915,137.0043333,
Spiny Dogfish,14.45,13.8,-17.5,-18.72,3.35,3.57,0.2,0.16,Sa,Spiny Dogfish,Squalus,Sa20160726-153,Sa153-16,Dorsal,95,7/26/16,Jul,2016,201,41,0.53,59.05,141.3433333,5903,14120.6,59.05,141.3433333,
Spiny Dogfish,13.93,NA,-19.4,NA,3.7,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160715-95,Sa095-16,Dorsal,100,7/15/16,Jul,2016,201,65,2.224,57.61833333,136.5368333,5737.1,13632.21,57.61833333,136.5398333,
Spiny Dogfish,13.88,NA,-18.96,NA,3.67,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160712-67,Sa067-16,Dorsal,103,7/12/16,Jul,2016,101,55,1.392,56.38166667,135.3488333,5622.9,13520.93,56.38166667,135.3488333,
Spiny Dogfish,13.929781,NA,-16.8309,NA,3.36,NA,0.2,0.16,Sa,Spiny Dogfish,Squalus,Sa20160712-68,Sa068-16,Dorsal,103,7/12/16,Jul,2016,101,68,2.334,56.38166667,135.3488333,5622.9,13520.93,56.38166667,135.3488333,
Spiny Dogfish,14.5018375,NA,-17.8903,NA,3.25,NA,0.2,0.16,Sa,Spiny Dogfish,Squalus,Sa20160712-69,Sa069-16,Dorsal,103,7/12/16,Jul,2016,101,63,2.02,56.38166667,135.3488333,5622.9,13520.93,56.38166667,135.3488333,
Spiny Dogfish,13.53,NA,-18.99,NA,4,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160712-73,Sa073-16,Dorsal,103,7/12/16,Jul,2016,101,66,2.58,56.385,135.352,5623.1,13529.24,56.38166667,135.3488333,
Spiny Dogfish,13.81,NA,-19.14,NA,3.07,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160729-184,Sa184-16,Dorsal,136,7/29/16,Jul,2016,101,62,2.17,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,14.52,14.41,-18.57,-21.97,3.24,6.16,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-186,Sa186-16,Dorsal,136,7/29/16,Jul,2016,101,69,3.07,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,14.4,13.92,-18.62,-21.82,3.25,6.08,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-187,Sa187-16,Dorsal,136,7/29/16,Jul,2016,101,66,3.07,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.64,13.21,-18.99,-21.55,3.27,5.33,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-189,Sa189-16,Dorsal,136,7/29/16,Jul,2016,101,60,1.67,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,14.27,13.93,-18.29,-21.69,3.28,6.54,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-190,Sa190-16,Dorsal,136,7/29/16,Jul,2016,101,62,2.62,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.28,12.39,-19.07,-21.68,3.45,5.17,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-191,Sa191-16,Dorsal,136,7/29/16,Jul,2016,101,62,1.91,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.3,NA,-19.78,NA,3.54,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160729-193,Sa193-16,Dorsal,136,7/29/16,Jul,2016,101,67,2.53,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,12.69,NA,-19.22,NA,3.26,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160728-195,Sa195-16,Dorsal,136,7/28/16,Jul,2016,101,63,2.27,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.71,NA,-18.98,NA,3.2,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160729-198,Sa198-16,Dorsal,136,7/29/16,Jul,2016,101,57,1.42,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.06,NA,-19.61,NA,3.62,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160729-200,Sa200-16,Dorsal,136,7/29/16,Jul,2016,101,62,1.86,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.75,13.5,-19.11,-21.87,3.49,7.13,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-201,Sa201-16,Dorsal,136,7/29/16,Jul,2016,101,64,1.99,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.32,13.43,-18.72,-22.16,3.62,6.35,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-203,Sa203-16,Dorsal,136,7/29/16,Jul,2016,101,64,2.16,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.08,NA,-19.66,NA,3.31,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160729-205,Sa205-16,Dorsal,136,7/29/16,Jul,2016,101,60,1.63,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.98,NA,-20.19,NA,3.94,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160729-207,Sa207-16,Dorsal,136,7/29/16,Jul,2016,101,67,2.34,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,14.04,14.23,-18.67,-22.65,3.88,9.37,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-210,Sa210-16,Dorsal,136,7/29/16,Jul,2016,101,67,2.64,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.54,12.98,-19.48,-22.95,3.88,7.47,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-213,Sa213-16,Dorsal,136,7/29/16,Jul,2016,101,60,1.6,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.42,12.98,-18.41,-21.6,3.66,6.41,0.15,0.2,Sa,Spiny Dogfish,Squalus,Sa20160729-214,Sa214-16,Dorsal,136,7/29/16,Jul,2016,201,56,1.42,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.29,NA,-19.64,NA,3.32,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160729-218,Sa218-16,Dorsal,136,7/29/16,Jul,2016,201,58,1.76,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,16.02,NA,-16.6,NA,3.45,NA,0.2,0.16,Sa,Spiny Dogfish,Squalus,Sa20160729-194,Sa194-16,Dorsal,136,7/29/16,Jul,2016,101,68,2.51,59.76,143.7,5945.6,14342,59.745,143.5743333,
Spiny Dogfish,13.96,NA,-18.28,NA,3.22,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160716-113,Sa113-16,Dorsal,143,7/16/16,Jul,2016,301,57,1.33,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Spiny Dogfish,13.4,NA,-18.4,NA,3.82,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160716-114,Sa114-16,Dorsal,143,7/16/16,Jul,2016,301,53,1.17,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Spiny Dogfish,13.47,NA,-18.95,NA,4.09,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160716-115,Sa115-16,Dorsal,143,7/16/16,Jul,2016,301,55,1.29,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Spiny Dogfish,14.06,NA,-18.87,NA,3.36,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160716-116,Sa116-16,Dorsal,143,7/16/16,Jul,2016,301,65,2.055,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Spiny Dogfish,14.22,NA,-17.6,NA,3.47,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160716-117,Sa117-16,Dorsal,143,7/16/16,Jul,2016,201,53,1.17,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Spiny Dogfish,13.81,NA,-18.53,NA,3.76,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160705-1,Sa001-16,Dorsal,148,7/5/16,Jul,2016,201,74,2.415,54.64666667,132.8421667,5438.8,13250.53,54.64666667,132.8421667,
Spiny Dogfish,14.37,NA,-19.46,NA,3.63,NA,0.16,0.13,Sa,Spiny Dogfish,Squalus,Sa20160705-2,Sa002-16,Dorsal,148,7/5/16,Jul,2016,201,74,2.355,54.64666667,132.8421667,5438.8,13250.53,54.64666667,132.8421667,
Spiny Dogfish,14.08,NA,-17.26,NA,3.51,NA,0.219154436,0.19,Sa,Spiny Dogfish,Squalus,Sa20160705-3,Sa003-16,Dorsal,148,7/5/16,Jul,2016,201,62,1.42,54.64666667,132.8421667,5438.8,13250.53,54.64666667,132.8421667,
Spiny Dogfish,13.98,NA,-18.12,NA,3.02,NA,0.2,0.16,Sa,Spiny Dogfish,Squalus,Sa20160705-4,Sa004-16,Dorsal,148,7/5/16,Jul,2016,201,72,2.08,54.64666667,132.8421667,5438.8,13250.53,54.64666667,132.8421667,
Spiny Dogfish,15.48,NA,-16.18,NA,3.05,NA,0.2,0.16,Sa,Spiny Dogfish,Squalus,Sa20160705-5,Sa005-16,Dorsal,148,7/5/16,Jul,2016,201,66,1.73,54.64666667,132.8421667,5438.8,13250.53,54.64666667,132.8421667,
Spiny Dogfish,12.88,13.06,-18.73,-20.76,3.01,3,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170802-2,Sa196-17,Dorsal,90,8/2/17,Aug,2017,101,73,1.755,59.50166667,145.5365,5930.1,14532.19,59.50166667,145.5365,
Spiny Dogfish,13.32,14.6,-18.12,-20.53,3.02,3.43,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170802-3,Sa197-17,Dorsal,90,8/2/17,Aug,2017,101,68,1.665,59.50166667,145.5365,5930.1,14532.19,59.50166667,145.5365,
Spiny Dogfish,13.1,15.19,-17.78,-21.3,2.95,4.12,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170801-1,Sa192-17,Dorsal,91,8/1/17,Aug,2017,101,65,1.58,59.51833333,144.7238333,5931.1,14443.43,59.51833333,144.7238333,
Spiny Dogfish,13.18,13.89,-18.35,-20.52,3.05,2.97,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170801-2,Sa194-17,Dorsal,91,8/1/17,Aug,2017,101,72,2.02,59.51833333,144.7238333,5931.1,14443.43,59.51833333,144.7238333,
Spiny Dogfish,13.85,13.66,-16.53,-22.08,2.96,5.82,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170727-1,Sa145-17,Dorsal,95,7/27/17,Jul,2017,201,70,1.65,59.05166667,141.3485,5903.1,14120.91,59.05,141.3433333,
Spiny Dogfish,15.47,14.41,-17.45,-21.49,3.09,5.17,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170718-2,Sa100-17,Dorsal,99,7/18/17,Jul,2017,201,86,4.135,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Spiny Dogfish,14.73,13.29,-17.95,-21.52,3.09,4.83,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170718-3,Sa101-17,Dorsal,99,7/18/17,Jul,2017,201,71,2.25,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Spiny Dogfish,13.78,12.95,-17.66,-22.02,3.03,6.47,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170718-5,Sa105-17,Dorsal,99,7/18/17,Jul,2017,301,69,2.1,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Spiny Dogfish,14.97,14.35,-16.54,-19.3,3.05,3.72,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170716-1,Sa063-17,Dorsal,100,7/16/17,Jul,2017,201,61,1.11,57.61833333,136.5398333,5737.1,13632.39,57.61833333,136.5398333,
Spiny Dogfish,13.79,13.17,-16.43,-19.63,3.05,4.33,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170715-1,Sa052-17,Dorsal,101,7/15/17,Jul,2017,201,62,1.21,57.18666667,136.2365,5711.5,13614.54,57.18666667,136.2365,
Spiny Dogfish,14.14,15.25,-16.86,-20.27,3.05,3.517627502,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170712-3,Sa028-17,Dorsal,103,7/12/17,Jul,2017,201,71,2.07,56.385,135.352,5623.1,13521.12,56.38166667,135.3488333,
Spiny Dogfish,13.82,13.38,-16.64,-20.78,3.05,5.74,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170712-4,Sa029-17,Dorsal,103,7/12/17,Jul,2017,101,67,1.875,56.385,135.352,5623.1,13521.12,56.38166667,135.3488333,
Spiny Dogfish,15.11,15.03,-17.58,-22.14,3.11,4.487085478,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170711-1,Sa021-17,Dorsal,105,7/11/17,Jul,2017,101,89,5.74,55.93166667,134.9095,5555.9,13454.57,55.55666667,134.9686667,
Spiny Dogfish,14.16,15.77,-15.84,-19.5,3.05,4.509578257,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170711-2,Sa022-17,Dorsal,105,7/11/17,Jul,2017,101,69,2.01,55.93166667,134.9095,5555.9,13454.57,55.55666667,134.9686667,
Spiny Dogfish,14.79,15.18,-15.31,-18.37,3,3.763958312,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170711-3,Sa023-17,Dorsal,105,7/11/17,Jul,2017,201,70,2.165,55.93166667,134.9095,5555.9,13454.57,55.55666667,134.9686667,
Spiny Dogfish,13.43,12.59,-16.74,-20.39,3.08,4.690458193,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170711-4,Sa024-17,Dorsal,105,7/11/17,Jul,2017,201,62,1.28,55.93166667,134.9095,5555.9,13454.57,55.55666667,134.9686667,
Spiny Dogfish,14.06,15.92,-17.55,-21.7,3.09,4.233873256,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170711-5,Sa025-17,Dorsal,105,7/11/17,Jul,2017,201,76,2.28,55.93166667,134.9095,5555.9,13454.57,55.55666667,134.9686667,
Spiny Dogfish,10.55,14.1,-18.13,-21.07,2.93,3.64,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170730-2,Sa166-17,Dorsal,136,7/30/17,Jul,2017,201,58,1.66,59.745,143.5743333,5944.7,14334.46,59.745,143.5743333,
Spiny Dogfish,10.67,14.14,-17.96,-21.31,2.93,3.55,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170730-6,Sa170-17,Dorsal,136,7/30/17,Jul,2017,101,60,3.15,59.745,143.5743333,5944.7,14334.46,59.745,143.5743333,
Spiny Dogfish,10.38,15.24,-17.89,-21.24,2.89,4.26,0.14,0.68,Sa,Spiny Dogfish,Squalus,Sa20170730-7,Sa171-17,Dorsal,136,7/30/17,Jul,2017,101,67,2.835,59.745,143.5743333,5944.7,14334.46,59.745,143.5743333,
Spiny Dogfish,13.65,13.07,-16.29,-20.84,3.06,6.22,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170717-5,Sa089-17,Dorsal,143,7/17/17,Jul,2017,301,61,1.265,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
Spiny Dogfish,13.71,13.74,-17.3,-20.55,3.05,4.28,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170717-6,Sa094-17,Dorsal,143,7/17/17,Jul,2017,401,72,2.05,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
Spiny Dogfish,13.22,12.92,-17.57,-21.65,3.01,5.22,0.11,0.24,Sa,Spiny Dogfish,Squalus,Sa20170717-7,Sa095-17,Dorsal,143,7/17/17,Jul,2017,401,75,3.07,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
